NodeName1,NodeName2,NodeName3,NodeName4,NodeName5,NodeName6,ParentName,PathName,NodeID,ParentID,NodeName,Current,Goal,PNT,Legend,Function,TierOrder,TreeType,NodeColor,HasValueFlag,Depth,IsInValuablePath,IsInYellowPath,IsYellowLeaf,IsGreenConnected,IsInRedPath,IsTYCOMPath,IsPMPath,IsSYSCOMPath,IsRSPath,IsCOMFRCPath,HasValueFlag_Clean,CombinedFlag,CombinedFlagLabel,CombinedYellowFlag,CombinedYellowFlagLabel
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Material Availability - Air Vehicle (PMCM),Forecasting (NAVSUP): Material Availability - Air Vehicle (PMCM),Material Availability - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Material Availability - Air Vehicle (PMCM)\Forecasting (NAVSUP): Material Availability - Air Vehicle (PMCM),10345,10172,Forecasting (NAVSUP): Material Availability - Air Vehicle (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Supply Effectiveness - Propulsion (PMCM),Forecasting (NAVSUP): Supply Effectiveness - Propulsion (PMCM),Supply Effectiveness - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Supply Effectiveness - Propulsion (PMCM)\Forecasting (NAVSUP): Supply Effectiveness - Propulsion (PMCM),10346,10173,Forecasting (NAVSUP): Supply Effectiveness - Propulsion (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Material Availability - Propulsion (PMCM),Forecasting (NAVSUP): Material Availability - Propulsion (PMCM),Material Availability - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Material Availability - Propulsion (PMCM)\Forecasting (NAVSUP): Material Availability - Propulsion (PMCM),10347,10174,Forecasting (NAVSUP): Material Availability - Propulsion (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Supply Effectiveness - Avionics (PMCM),Forecasting (NAVSUP): Supply Effectiveness - Avionics (PMCM),Supply Effectiveness - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Supply Effectiveness - Avionics (PMCM)\Forecasting (NAVSUP): Supply Effectiveness - Avionics (PMCM),10348,10175,Forecasting (NAVSUP): Supply Effectiveness - Avionics (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Material Availability - Avionics (PMCM),Forecasting (NAVSUP): Material Availability - Avionics (PMCM),Material Availability - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Material Availability - Avionics (PMCM)\Forecasting (NAVSUP): Material Availability - Avionics (PMCM),10349,10176,Forecasting (NAVSUP): Material Availability - Avionics (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),ISR Repairs,Supply Effectiveness - ISR Repairs,Forecasting (NAVSUP): Supply Effectiveness - ISR Repairs,Supply Effectiveness - ISR Repairs,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\ISR Repairs\Supply Effectiveness - ISR Repairs\Forecasting (NAVSUP): Supply Effectiveness - ISR Repairs,10350,10177,Forecasting (NAVSUP): Supply Effectiveness - ISR Repairs,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),ISR Repairs,Material Availability - ISR Repairs,Forecasting (NAVSUP): Material Availability - ISR Repairs,Material Availability - ISR Repairs,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\ISR Repairs\Material Availability - ISR Repairs\Forecasting (NAVSUP): Material Availability - ISR Repairs,10351,10178,Forecasting (NAVSUP): Material Availability - ISR Repairs,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Out of Reporting,Depot TAT,Supply Effectiveness - Depot TAT,Forecasting (NAVSUP): Supply Effectiveness - Depot TAT,Supply Effectiveness - Depot TAT,CH-53E Sustainment Performance Driver Tree\T-Rating\Out of Reporting\Depot TAT\Supply Effectiveness - Depot TAT\Forecasting (NAVSUP): Supply Effectiveness - Depot TAT,10352,10179,Forecasting (NAVSUP): Supply Effectiveness - Depot TAT,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Out of Reporting,Depot TAT,Material Availability - Depot TAT,Forecasting (NAVSUP): Material Availability - Depot TAT,Material Availability - Depot TAT,CH-53E Sustainment Performance Driver Tree\T-Rating\Out of Reporting\Depot TAT\Material Availability - Depot TAT\Forecasting (NAVSUP): Material Availability - Depot TAT,10353,10180,Forecasting (NAVSUP): Material Availability - Depot TAT,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Air Vehicle (NMCS),Supply Effectiveness - Air Vehicle (NMCS),Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (NMCS),Supply Effectiveness - Air Vehicle (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Air Vehicle (NMCS)\Supply Effectiveness - Air Vehicle (NMCS)\Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (NMCS),10354,10153,Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Air Vehicle (NMCS),Material Availability - Air Vehicle (NMCS),Contracting/Supplier Base: Material Availability - Air Vehicle (NMCS),Material Availability - Air Vehicle (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Air Vehicle (NMCS)\Material Availability - Air Vehicle (NMCS)\Contracting/Supplier Base: Material Availability - Air Vehicle (NMCS),10355,10154,Contracting/Supplier Base: Material Availability - Air Vehicle (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Propulsion (NMCS),Supply Effectiveness - Propulsion (NMCS),Contracting/Supplier Base: Supply Effectiveness - Propulsion (NMCS),Supply Effectiveness - Propulsion (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Propulsion (NMCS)\Supply Effectiveness - Propulsion (NMCS)\Contracting/Supplier Base: Supply Effectiveness - Propulsion (NMCS),10356,10155,Contracting/Supplier Base: Supply Effectiveness - Propulsion (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Propulsion (NMCS),Material Availability - Propulsion (NMCS),Contracting/Supplier Base: Material Availability - Propulsion (NMCS),Material Availability - Propulsion (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Propulsion (NMCS)\Material Availability - Propulsion (NMCS)\Contracting/Supplier Base: Material Availability - Propulsion (NMCS),10357,10156,Contracting/Supplier Base: Material Availability - Propulsion (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Avionics (NMCS),Supply Effectiveness - Avionics (NMCS),Contracting/Supplier Base: Supply Effectiveness - Avionics (NMCS),Supply Effectiveness - Avionics (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Avionics (NMCS)\Supply Effectiveness - Avionics (NMCS)\Contracting/Supplier Base: Supply Effectiveness - Avionics (NMCS),10358,10157,Contracting/Supplier Base: Supply Effectiveness - Avionics (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Supply (NMCS),Avionics (NMCS),Material Availability - Avionics (NMCS),Contracting/Supplier Base: Material Availability - Avionics (NMCS),Material Availability - Avionics (NMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Supply (NMCS)\Avionics (NMCS)\Material Availability - Avionics (NMCS)\Contracting/Supplier Base: Material Availability - Avionics (NMCS),10359,10158,Contracting/Supplier Base: Material Availability - Avionics (NMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Air Vehicle (NMCM),Supply Effectiveness - Air Vehicle (NMCM),Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (NMCM),Supply Effectiveness - Air Vehicle (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Air Vehicle (NMCM)\Supply Effectiveness - Air Vehicle (NMCM)\Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (NMCM),10360,10159,Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Air Vehicle (NMCM),Material Availability - Air Vehicle (NMCM),Contracting/Supplier Base: Material Availability - Air Vehicle (NMCM),Material Availability - Air Vehicle (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Air Vehicle (NMCM)\Material Availability - Air Vehicle (NMCM)\Contracting/Supplier Base: Material Availability - Air Vehicle (NMCM),10361,10160,Contracting/Supplier Base: Material Availability - Air Vehicle (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Propulsion (NMCM),Supply Effectiveness - Propulsion (NMCM),Contracting/Supplier Base: Supply Effectiveness - Propulsion (NMCM),Supply Effectiveness - Propulsion (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Propulsion (NMCM)\Supply Effectiveness - Propulsion (NMCM)\Contracting/Supplier Base: Supply Effectiveness - Propulsion (NMCM),10362,10161,Contracting/Supplier Base: Supply Effectiveness - Propulsion (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Propulsion (NMCM),Material Availability - Propulsion (NMCM),Contracting/Supplier Base: Material Availability - Propulsion (NMCM),Material Availability - Propulsion (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Propulsion (NMCM)\Material Availability - Propulsion (NMCM)\Contracting/Supplier Base: Material Availability - Propulsion (NMCM),10363,10162,Contracting/Supplier Base: Material Availability - Propulsion (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Avionics (NMCM),Supply Effectiveness - Avionics (NMCM),Contracting/Supplier Base: Supply Effectiveness - Avionics (NMCM),Supply Effectiveness - Avionics (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Avionics (NMCM)\Supply Effectiveness - Avionics (NMCM)\Contracting/Supplier Base: Supply Effectiveness - Avionics (NMCM),10364,10163,Contracting/Supplier Base: Supply Effectiveness - Avionics (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Maintenance (NMCM),Avionics (NMCM),Material Availability - Avionics (NMCM),Contracting/Supplier Base: Material Availability - Avionics (NMCM),Material Availability - Avionics (NMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Maintenance (NMCM)\Avionics (NMCM)\Material Availability - Avionics (NMCM)\Contracting/Supplier Base: Material Availability - Avionics (NMCM),10365,10164,Contracting/Supplier Base: Material Availability - Avionics (NMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Supply Effectiveness - Air Vehicle (PMCS),Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (PMCS),Supply Effectiveness - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Supply Effectiveness - Air Vehicle (PMCS)\Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (PMCS),10366,10165,Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Air Vehicle (PMCS),Material Availability - Air Vehicle (PMCS),Contracting/Supplier Base: Material Availability - Air Vehicle (PMCS),Material Availability - Air Vehicle (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Air Vehicle (PMCS)\Material Availability - Air Vehicle (PMCS)\Contracting/Supplier Base: Material Availability - Air Vehicle (PMCS),10367,10166,Contracting/Supplier Base: Material Availability - Air Vehicle (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Supply Effectiveness - Propulsion (PMCS),Contracting/Supplier Base: Supply Effectiveness - Propulsion (PMCS),Supply Effectiveness - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Supply Effectiveness - Propulsion (PMCS)\Contracting/Supplier Base: Supply Effectiveness - Propulsion (PMCS),10368,10167,Contracting/Supplier Base: Supply Effectiveness - Propulsion (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Propulsion (PMCS),Material Availability - Propulsion (PMCS),Contracting/Supplier Base: Material Availability - Propulsion (PMCS),Material Availability - Propulsion (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Propulsion (PMCS)\Material Availability - Propulsion (PMCS)\Contracting/Supplier Base: Material Availability - Propulsion (PMCS),10369,10168,Contracting/Supplier Base: Material Availability - Propulsion (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Supply Effectiveness - Avionics (PMCS),Contracting/Supplier Base: Supply Effectiveness - Avionics (PMCS),Supply Effectiveness - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Supply Effectiveness - Avionics (PMCS)\Contracting/Supplier Base: Supply Effectiveness - Avionics (PMCS),10370,10169,Contracting/Supplier Base: Supply Effectiveness - Avionics (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCS,Avionics (PMCS),Material Availability - Avionics (PMCS),Contracting/Supplier Base: Material Availability - Avionics (PMCS),Material Availability - Avionics (PMCS),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCS\Avionics (PMCS)\Material Availability - Avionics (PMCS)\Contracting/Supplier Base: Material Availability - Avionics (PMCS),10371,10170,Contracting/Supplier Base: Material Availability - Avionics (PMCS),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Supply Effectiveness - Air Vehicle (PMCM),Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (PMCM),Supply Effectiveness - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Supply Effectiveness - Air Vehicle (PMCM)\Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (PMCM),10372,10171,Contracting/Supplier Base: Supply Effectiveness - Air Vehicle (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Air Vehicle (PMCM),Material Availability - Air Vehicle (PMCM),Contracting/Supplier Base: Material Availability - Air Vehicle (PMCM),Material Availability - Air Vehicle (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Air Vehicle (PMCM)\Material Availability - Air Vehicle (PMCM)\Contracting/Supplier Base: Material Availability - Air Vehicle (PMCM),10373,10172,Contracting/Supplier Base: Material Availability - Air Vehicle (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Supply Effectiveness - Propulsion (PMCM),Contracting/Supplier Base: Supply Effectiveness - Propulsion (PMCM),Supply Effectiveness - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Supply Effectiveness - Propulsion (PMCM)\Contracting/Supplier Base: Supply Effectiveness - Propulsion (PMCM),10374,10173,Contracting/Supplier Base: Supply Effectiveness - Propulsion (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Propulsion (PMCM),Material Availability - Propulsion (PMCM),Contracting/Supplier Base: Material Availability - Propulsion (PMCM),Material Availability - Propulsion (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Propulsion (PMCM)\Material Availability - Propulsion (PMCM)\Contracting/Supplier Base: Material Availability - Propulsion (PMCM),10375,10174,Contracting/Supplier Base: Material Availability - Propulsion (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Supply Effectiveness - Avionics (PMCM),Contracting/Supplier Base: Supply Effectiveness - Avionics (PMCM),Supply Effectiveness - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Supply Effectiveness - Avionics (PMCM)\Contracting/Supplier Base: Supply Effectiveness - Avionics (PMCM),10376,10175,Contracting/Supplier Base: Supply Effectiveness - Avionics (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,PMCM,Avionics (PMCM),Material Availability - Avionics (PMCM),Contracting/Supplier Base: Material Availability - Avionics (PMCM),Material Availability - Avionics (PMCM),CH-53E Sustainment Performance Driver Tree\T-Rating\PMCM\Avionics (PMCM)\Material Availability - Avionics (PMCM)\Contracting/Supplier Base: Material Availability - Avionics (PMCM),10377,10176,Contracting/Supplier Base: Material Availability - Avionics (PMCM),1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),ISR Repairs,Supply Effectiveness - ISR Repairs,Contracting/Supplier Base: Supply Effectiveness - ISR Repairs,Supply Effectiveness - ISR Repairs,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\ISR Repairs\Supply Effectiveness - ISR Repairs\Contracting/Supplier Base: Supply Effectiveness - ISR Repairs,10378,10177,Contracting/Supplier Base: Supply Effectiveness - ISR Repairs,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),ISR Repairs,Material Availability - ISR Repairs,Contracting/Supplier Base: Material Availability - ISR Repairs,Material Availability - ISR Repairs,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\ISR Repairs\Material Availability - ISR Repairs\Contracting/Supplier Base: Material Availability - ISR Repairs,10379,10178,Contracting/Supplier Base: Material Availability - ISR Repairs,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Out of Reporting,Depot TAT,Supply Effectiveness - Depot TAT,Contracting/Supplier Base: Supply Effectiveness - Depot TAT,Supply Effectiveness - Depot TAT,CH-53E Sustainment Performance Driver Tree\T-Rating\Out of Reporting\Depot TAT\Supply Effectiveness - Depot TAT\Contracting/Supplier Base: Supply Effectiveness - Depot TAT,10380,10179,Contracting/Supplier Base: Supply Effectiveness - Depot TAT,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Out of Reporting,Depot TAT,Material Availability - Depot TAT,Contracting/Supplier Base: Material Availability - Depot TAT,Material Availability - Depot TAT,CH-53E Sustainment Performance Driver Tree\T-Rating\Out of Reporting\Depot TAT\Material Availability - Depot TAT\Contracting/Supplier Base: Material Availability - Depot TAT,10381,10180,Contracting/Supplier Base: Material Availability - Depot TAT,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,6,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),ISR Repairs,Engineering Wait Time: ISR Repairs,,ISR Repairs,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\ISR Repairs\Engineering Wait Time: ISR Repairs,10382,10124,Engineering Wait Time: ISR Repairs,1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,5,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),ISR Repairs,Trained Artisan Availability: ISR Repairs,,ISR Repairs,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\ISR Repairs\Trained Artisan Availability: ISR Repairs,10383,10124,Trained Artisan Availability: ISR Repairs,1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,5,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),MODS/Install,Engineering Wait Time: MODS/Install,,MODS/Install,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\MODS/Install\Engineering Wait Time: MODS/Install,10384,10125,Engineering Wait Time: MODS/Install,1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,5,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),MODS/Install,Trained Artisan Availability: MODS/Install,,MODS/Install,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\MODS/Install\Trained Artisan Availability: MODS/Install,10385,10125,Trained Artisan Availability: MODS/Install,1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,5,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,Not-Mission Capable Depot (NMCD),MODS/Install,Facilities Health: MODS/Install,,MODS/Install,CH-53E Sustainment Performance Driver Tree\T-Rating\Not-Mission Capable Depot (NMCD)\MODS/Install\Facilities Health: MODS/Install,10386,10125,Facilities Health: MODS/Install,1,0,Positive,PM,Tier 5,5,CH-53E,Green,1,5,0,0,0,1,0,0,1,0,0,0,1,1,Valuable,0,Other
CH-53E Sustainment Performance Driver Tree,T-Rating,Out of Reporting,Depot TAT,Trained Artisan Availability: Depot TAT,,Depot TAT,CH-53E Sustainment Performance Driver Tree\T-Rating\Out of Reporting\Depot TAT\Trained Artisan Availability: Depot TAT,10387,10127,Trained Artisan Availability: Depot TAT,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,5,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Out of Reporting,SARDIP,PHST: SARDIP,,SARDIP,CH-53E Sustainment Performance Driver Tree\T-Rating\Out of Reporting\SARDIP\PHST: SARDIP,10388,10126,PHST: SARDIP,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,5,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
CH-53E Sustainment Performance Driver Tree,T-Rating,Out of Reporting,Depot TAT,Funding: Depot TAT,,Depot TAT,CH-53E Sustainment Performance Driver Tree\T-Rating\Out of Reporting\Depot TAT\Funding: Depot TAT,10389,10127,Funding: Depot TAT,1,1,Positive,PM,Tier 5,5,CH-53E,Yellow,0,5,0,0,1,0,0,0,1,0,0,0,0,0,Other,1,Yellow Leaf
